Code,Name,Shares,Sector
9036,"Tohbu Network Co., Ltd.",5552313,Industrials
9067,Maruwn Corporation,28884844,Industrials
9069,"SENKO Group Holdings Co., Ltd.",167256205,Industrials
9074,"Japan Oil Transportation Co., Ltd.",3267964,Industrials
9082,"Daiwa Motor Transportation Co., Ltd.",4460260,Consumer Cyclical
9087,Takase Corporation,1946540,Industrials
9130,"Kyoei Tanker Co., Ltd.",7647673,Industrials
9147,"Nippon Express Holdings, Inc.",242486522,Industrials
9214,"Recovery International Co.,Ltd.",1307998,Healthcare
9221,Fuluhashi EPO Corporation,11592992,Industrials
9272,"Boutiques, Inc.",9783650,Consumer Cyclical
9302,"MITSUI-SOKO HOLDINGS Co., Ltd.",77433423,Industrials
9305,Yamatane Corporation,21125849,Industrials
9306,"Toyo Logistics Co., Ltd.",7507037,Industrials
9308,"Inui Global Logistics Co., Ltd.",25181478,Industrials
9319,"Chuo Warehouse Co.,Ltd.",17981987,Industrials
9332,"NISSO HOLDINGS Co., Ltd",33672734,Industrials
9338,Inforich Inc.,9891618,Industrials
9340,"ASO International, Inc.",9800550,Healthcare
9341,"GENOVA, Inc.",17326532,Healthcare
9365,Tradia Corporation,1466099,Industrials
9367,"Daito Koun Co.,Ltd.",8644506,Industrials
9428,Crops Corporation,9456106,Communication Services
9435,"Hikari Tsushin, Inc.",43850280,Industrials
9519,"RENOVA, Inc.",90473100,Utilities
9621,"CTI Engineering Co., Ltd.",27305497,Industrials
9622,"Space Co.,Ltd.",24533803,Industrials
9633,"Tokyo Theatres Company, Incorporated",6789097,Industrials
9640,"Saison Technology Co., Ltd.",16199377,Technology
9644,"Tanabe Consulting Group Co.,Ltd.",32280024,Industrials
9686,"Toyo Tec Co.,Ltd.",10410519,Industrials
9697,"Capcom Co., Ltd.",418286124,Communication Services
9709,"NCS&A Co., Ltd.",15153857,Technology
9726,"KNT-CT Holdings Co., Ltd.",27319617,Consumer Cyclical
9746,TKC Corporation,49794295,Technology
9757,Funai Soken Holdings Incorporated,90884720,Industrials
9845,Parker Corporation,25028457,Industrials
9850,"Gourmet Kineya Co.,Ltd.",22874025,Consumer Cyclical
9856,"Ku Holdings Co.,Ltd.",31355947,Consumer Cyclical
9888,"UEX, Ltd.",11019406,Basic Materials
9889,JBCC Holdings Inc.,60565542,Technology
9904,"Verite Co., Ltd.",27134314,Consumer Cyclical
9908,"Nihon Denkei Co.,Ltd.",11303705,Industrials
9929,"Heiwa Paper Co.,Ltd.",9251022,Basic Materials
9956,"Valor Holdings Co., Ltd.",52669161,Consumer Cyclical
9959,"Aseed Holdings Co.,Ltd.",12336030,Consumer Defensive
9984,SoftBank Group Corp.,5698763936,Communication Services
9986,"ZAOH Company, Ltd.",5438243,Industrials
9996,"Satoh & Co., Ltd.",8340214,Consumer Defensive
9997,"Belluna Co., Ltd.",96174600,Consumer Cyclical
1332,Nissui Corporation,303273031,Consumer Defensive
141A,"TRIAL Holdings, Inc.",122645231,Consumer Defensive
1446,"CANDEAL Co.,Ltd",9263700,Industrials
146A,N/A,7716600,Real Estate
148A,N/A,1918600,Industrials
149A,N/A,3214320,Technology
155A,N/A,10269836,Technology
167A,"Ryoyo Ryosan Holdings, Inc.",40101493,Technology
1719,Hazama Ando Corporation,156765788,Industrials
1724,Synclayer Inc.,4471823,Technology
1736,Otec Corporation,15494382,Industrials
1786,Oriental Shiraishi Corporation,128632652,Industrials
1801,Taisei Corporation,163010347,Industrials
1810,"Matsui Construction Co., Ltd.",28520861,Industrials
1811,The Zenitaka Corporation,7161587,Industrials
1812,Kajima Corporation,465944714,Industrials
1815,Tekken Corporation,13931417,Industrials
1827,Nakano Corporation,34364180,Industrials
1835,"Totetsu Kogyo Co., Ltd.",34441830,Industrials
1853,"Mori-Gumi Co., Ltd.",32749698,Industrials
1871,"PS Construction Co., Ltd.",46819853,Industrials
1888,"Wakachiku Construction Co., Ltd.",12723892,Industrials
1905,Tenox Corporation,6664976,Industrials
1914,"Japan Foundation Engineering Co., Ltd.",18291724,Industrials
1921,Tomoe Corporation,33564195,Industrials
1926,"Raito Kogyo Co., Ltd.",42036678,Industrials
195A,MUSCAT GROUP Inc.,3413520,Technology
1961,"Sanki Engineering Co., Ltd.",50917456,Industrials
1963,JGC Holdings Corporation,241851155,Industrials
1965,Techno Ryowa Ltd.,20503530,Industrials
1968,"Taihei Dengyo Kaisha, Ltd.",63104662,Industrials
196A,N/A,10198900,Financial Services
1975,"Asahi Kogyosha Co., Ltd.",25772875,Industrials
197A,N/A,106433118,Healthcare
1981,"Kyowanissei Co.,Ltd.",10122574,Industrials
2002,Nisshin Seifun Group Inc.,280703797,Consumer Defensive
2004,"Showa Sangyo Co., Ltd.",32497961,Consumer Defensive
206A,"PRISM BioLab Co.,LTD",36916000,Healthcare
2117,"WELLNEO SUGAR Co., Ltd.",32749754,Consumer Defensive
2130,"Members Co., Ltd.",12782226,Communication Services
2146,"UT Group Co.,Ltd.",570364120,Industrials
2156,Saylor Advertising.Inc.,4997072,Communication Services
2170,Link and Motivation Inc.,108024102,Industrials
2181,"Persol Holdings Co.,Ltd.",2230876660,Industrials
2207,"Meito Co., Ltd.",16302770,Consumer Defensive
220A,N/A,2740000,Technology
2222,"Kotobuki Spirits Co., Ltd.",154433036,Consumer Defensive
2229,"Calbee, Inc.",121587854,Consumer Defensive
2269,"Meiji Holdings Co., Ltd.",271103939,Consumer Defensive
2270,"MEGMILK SNOW BRAND Co.,Ltd.",60577361,Consumer Defensive
2288,"Marudai Food Co., Ltd.",24479996,Consumer Defensive
2291,"Fukutome Meat Packers, Ltd.",3336533,Consumer Defensive
2325,"NJS Co., Ltd.",9523112,Industrials
2334,eole Inc.,34296700,Technology
2349,"Nippon Information Development Co., Ltd.",10925558,Technology
241A,N/A,7273170,Technology
2425,"Care Service Co.,Ltd.",3793193,Healthcare
2435,"CEDAR.Co.,Ltd.",11221963,Healthcare
2436,"Kyodo Public Relations Co., Ltd.",8736122,Communication Services
246A,N/A,2557300,Industrials
2475,"WDB Holdings Co., Ltd.",19182966,Industrials
2485,Tear Corporation,22502342,Consumer Cyclical
248A,KIDS STAR Inc.,2621000,Technology
2501,Sapporo Holdings Limited,389842355,Consumer Defensive
2503,"Kirin Holdings Company, Limited",808429597,Consumer Defensive
2573,"Hokkaido Coca-Cola Bottling Co.,Ltd.",13607030,Consumer Defensive
2654,Asmo Corporation,13464481,Consumer Defensive
2667,"ImageONE Co., Ltd.",12961162,Technology
269A,N/A,1577100,Technology
2733,Arata Corporation,33477642,Consumer Cyclical
2750,"S.Ishimitsu & Co.,Ltd.",7773323,Consumer Defensive
2764,Hiramatsu Inc.,70647411,Consumer Cyclical
2780,"Komehyo Holdings Co.,Ltd.",10990269,Real Estate
2788,"Apple International Co., Ltd.",12841124,Consumer Cyclical
2795,Nippon Primex Inc.,5172790,Industrials
281A,N/A,5799657,Technology
288A,N/A,25765283,Consumer Cyclical
2904,"Ichimasa Kamaboko Co., Ltd.",18325212,Consumer Defensive
2907,"Ahjikan Co., Ltd.",7485447,Consumer Defensive
2917,"Ohmoriya Co.,Ltd.",4980732,Consumer Defensive
291A,N/A,2035600,Consumer Defensive
2931,"Euglena Co., Ltd.",139252234,Consumer Defensive
2932,"STI Foods Holdings,Inc.",17778303,Consumer Defensive
2938,"Okamura Foods Co., Ltd.",50235560,Consumer Defensive
2961,Nitcho Corporation,1112625,Industrials
2982,"A.D.Works Group Co.,Ltd.",49221634,Real Estate
3001,"Katakura Industries Co.,Ltd.",31649539,Industrials
3002,Gunze Limited,31344956,Consumer Cyclical
3004,Shinyei Kaisha,3917513,Industrials
3011,"Banners Co., Ltd.",15312429,Consumer Cyclical
3020,"Applied Co.,Ltd.",2702845,Technology
3023,Rasa Corporation,10567591,Basic Materials
302A,N/A,2905650,Industrials
3034,"Qol Holdings Co., Ltd.",37518066,Healthcare
3042,SecuAvail Inc.,7689552,Technology
3096,Ocean System Corporation,9375850,Consumer Defensive
3103,Unitika Ltd.,57654343,Basic Materials
3106,Kurabo Industries Ltd.,15990992,Industrials
3109,Shikibo Ltd.,12695379,Consumer Cyclical
3123,"Saibo Co., Ltd.",12691679,Consumer Cyclical
3135,"MarketEnterprise Co.,Ltd",5354405,Consumer Cyclical
3138,"Fujisan Magazine Service Co., Ltd.",3302401,Consumer Cyclical
3151,"Vital KSK Holdings, Inc.",48377092,Healthcare
3156,Restar Corporation,28117778,Technology
3178,"Chimney Co., Ltd.",19292905,Consumer Cyclical
3182,Oisix ra daichi Inc.,34732844,Consumer Cyclical
3204,Toabo Corporation,8827484,Industrials
3224,"General Oyster, Inc.",5119346,Consumer Cyclical
3242,"Urbanet Corporation Co.,Ltd.",36985451,Real Estate
3306,"The Nihon Seima Co.,Ltd.",4405858,Industrials
330A,N/A,5764200,Industrials
331A,N/A,7530000,Communication Services
334A,N/A,1661900,Technology
335A,N/A,11020100,Technology
336A,N/A,23624850,Communication Services
3375,Zoa Corporation,1258433,Technology
338A,N/A,2721200,Technology
3420,KFC Ltd,7359538,Industrials
3434,ALPHA Corporation,9611233,Consumer Cyclical
343A,N/A,4766000,Consumer Cyclical
3445,"RS Technologies Co., Ltd.",26563960,Technology
3446,JTEC Corporation,5889630,Healthcare
3465,"Ki-Star Real Estate Co.,Ltd",31041060,Real Estate
3474,"G-Factory Co.,Ltd.",6539000,Real Estate
3477,"FORLIFE Co., Ltd.",3999228,Consumer Cyclical
3486,Global Link Management Inc.,15918996,Real Estate
3537,"Shoei Yakuhin Co.,Ltd.",3424373,Basic Materials
3538,WILLPLUS Holdings Corporation,9092601,Consumer Cyclical
3561,"Chikaranomoto Holdings Co., Ltd.",30105742,Consumer Cyclical
3566,"Uniform Next Co., Ltd.",10112400,Consumer Cyclical
3591,Wacoal Holdings Corp.,49437079,Consumer Cyclical
3600,FUJIX Ltd.,1376482,Consumer Cyclical
3611,Matsuoka Corporation,10461438,Consumer Cyclical
3623,Billing System Corporation,6248380,Technology
3624,Axel Mark Inc.,19594567,Communication Services
3639,Voltage Incorporation,6487394,Communication Services
3646,"Ekitan & Co., Ltd.",4720747,Communication Services
3648,AGS Corporation,16682032,Technology
3649,FINDEX Inc.,24408535,Healthcare
3656,KLab Inc.,77962583,Communication Services
3659,"NEXON Co., Ltd.",791078880,Communication Services
366A,N/A,12457800,Healthcare
3672,AltPlus Inc.,83946006,Communication Services
3675,Cross Marketing Group Inc.,19403263,Communication Services
3680,"Hottolink, Inc.",15307285,Technology
3686,DLE Inc.,43448440,Communication Services
3687,Fixstars Corporation,32252858,Technology
3695,"GMO Product Platform, Inc.",4403124,Technology
3698,"CRI Middleware Co., Ltd.",5226073,Communication Services
3708,"Tokushu Tokai Paper Co., Ltd.",34848615,Basic Materials
3710,"Jorudan Co.,Ltd.",5100716,Technology
3727,Aplix Corporation,21806197,Technology
3774,Internet Initiative Japan Inc.,177262077,Communication Services
3787,"Techno Mathematical Co., Ltd.",2592959,Technology
3788,GMO GlobalSign Holdings K.K.,11469742,Technology
378A,N/A,7121400,Communication Services
3796,"e-Seikatsu Co.,Ltd.",13802754,Technology
3803,Image Information Inc.,3317731,Technology
3807,Fisco Ltd.,45816520,Financial Services
3842,"Nextgen,Inc.",3092693,Communication Services
3853,Asteria Corporation,16505244,Technology
3864,Mitsubishi Paper Mills Limited,43808356,Basic Materials
3877,"Chuetsu Pulp & Paper Co., Ltd.",12565540,Basic Materials
3895,Havix Corporation,7818974,Basic Materials
3900,CrowdWorks Inc.,15821274,Industrials
3904,KAYAC Inc.,15408534,Communication Services
3913,"GreenBee, Inc.",2018250,Technology
3918,"PCI Holdings, Inc.",9908280,Technology
3920,"Internetworking and Broadband Consulting Co.,Ltd.",5557441,Technology
3923,"Rakus Co., Ltd.",354109341,Technology
3936,"Globalway, Inc.",36560389,Technology
3940,"Nomura System Corporation Co, Ltd.",45710396,Technology
3941,"Rengo Co., Ltd.",248044232,Consumer Cyclical
3953,"Ohmura Shigyo Co.,Ltd.",3561662,Consumer Cyclical
3962,"CHANGE Holdings,Inc.",69578947,Technology
3963,"Synchro Food Co., Ltd.",28042588,Industrials
3983,"oRo Co., Ltd.",15559690,Technology
3985,TEMONA.inc.,10699703,Communication Services
3993,PKSHA Technology Inc.,30941254,Technology
4005,"Sumitomo Chemical Company, Limited",1637392703,Basic Materials
4013,"Kinjiro Co.,Ltd.",19690765,Technology
4022,"Rasa Industries, Ltd.",39036500,Basic Materials
4040,"Nankai Chemical Company,Limited",2004225,Basic Materials
4041,"Nippon Soda Co., Ltd.",53618704,Basic Materials
4044,"Central Glass Co., Ltd.",24791980,Basic Materials
4052,Ficha Inc.,5847535,Technology
4054,"Japan PropTech Co.,Ltd.",13725837,Technology
4058,"Toyokumo, Inc.",10928100,Technology
4059,"Magmag, Inc.",2916451,Communication Services
4060,rakumo Inc.,5829332,Technology
4068,Basis Corporation,1840697,Technology
4082,"Daiichi Kigenso Kagaku Kogyo Co., Ltd.",24120070,Basic Materials
4093,"Toho Acetylene Co., Ltd.",34796015,Basic Materials
4094,"Nihon Kagaku Sangyo Co., Ltd.",19460641,Basic Materials
4095,"Nihon Parkerizing Co., Ltd.",108253057,Basic Materials
409A,N/A,40989400,Consumer Defensive
4102,"Maruo Calcium Co., Ltd.",2132434,Basic Materials
4109,Stella Chemifa Corporation,11816570,Basic Materials
410A,N/A,5530536,Technology
4118,Kaneka Corporation,60225307,Basic Materials
4119,Nippon Pigment Holdings Company Limited,1569544,Basic Materials
4124,Osaka Yuka Industry Ltd.,846637,Basic Materials
415A,N/A,1578741,Communication Services
4165,"PLAID,Inc.",41038966,Technology
4167,Kokopelli Inc.,7613986,Technology
4168,"Yappli, Inc.",12778466,Technology
4172,"Hi-CRATES CO.,LTD.",2227835,Healthcare
4177,"i-plug,Inc.",3983218,Industrials
4179,G-NEXT Inc.,5424316,Technology
4192,SpiderPlus & Co.,35507240,Technology
4193,"Fabrica Holdings Co., Ltd.",5141079,Technology
4196,Neo Marketing Inc.,2447626,Communication Services
4218,"Nichiban Co., Ltd.",20357409,Industrials
4222,"Kodama Chemical Industry Co.,Ltd.",15538358,Consumer Cyclical
4224,Lonseal Corporation,4608248,Industrials
4229,"Gun Ei Chemical Industry Co., Ltd.",6636118,Basic Materials
423A,N/A,32008900,Industrials
4245,"Daiki Axis Co., Ltd.",13268802,Industrials
4247,"POVAL KOGYO Co., Ltd.",2634574,Basic Materials
4249,"Moriroku Company, Ltd.",14308681,Basic Materials
4255,THECOO Inc.,2102646,Technology
4265,Institution for a Global Society Corporation,4765800,Industrials
4288,"Asgent, Inc.",3815517,Technology
4316,"BeMap, Inc.",3560365,Technology
431A,N/A,8215200,Technology
4323,"Japan System Techniques Co., Ltd.",24718952,Technology
4337,PIA Corporation,15336036,Communication Services
4341,Seiryo Electric Corporation,3278168,Communication Services
4346,Nexyz. Group Corporation,13008183,Industrials
4360,"MANAC Chemical Partners Co.,Ltd",8174190,Basic Materials
4371,Core Concept Technologies Inc.,15963412,Technology
4377,ONE CAREER Inc.,18362529,Industrials
4381,"BPLATS,Inc.",2478349,Technology
4386,"SIG Group Co., Ltd.",5719330,Technology
4388,"AI,Inc.",6102206,Technology
4392,"Future Innovation Group, Inc.",30374332,Technology
4395,Accrete Inc.,7499884,Communication Services
4401,Adeka Corporation,97857114,Basic Materials
4406,"New Japan Chemical Co., Ltd.",37282455,Basic Materials
4414,"FLECT Co., Ltd.",5428892,Technology
4418,Japan Data Science Consortium Co.Ltd.,15770866,Technology
4420,"eSOL Co.,Ltd.",19700331,Technology
4421,"D. I. System Co., Ltd.",2908664,Technology
4424,"Amazia,inc.",6577296,Technology
4425,Kudan Inc.,11286199,Technology
4427,"EduLab, Inc.",10219966,Technology
4428,sinops Inc.,6241295,Technology
4437,"gooddays holdings, Inc.",6833694,Real Estate
4442,"Valtes Holdings Co.,Ltd.",19804294,Technology
4447,"PBsystems,Inc.",5822005,Technology
4450,"Power Solutions, Ltd.",3130138,Technology
4464,SOFT99corporation,21490079,Basic Materials
4482,WILLs Inc.,20222228,Communication Services
4486,Unite and Grow Inc.,7906976,Technology
4496,Commerce One Holdings Inc.,7020951,Technology
4544,"H.U. Group Holdings, Inc.",56605682,Healthcare
4553,"Towa Pharmaceutical Co., Ltd.",49227897,Healthcare
4574,"Taiko Pharmaceutical Co.,Ltd.",50251187,Healthcare
4575,"CanBas Co., Ltd.",19703057,Healthcare
4576,"D. Western Therapeutics Institute, Inc.",54831426,Healthcare
4583,Chiome Bioscience Inc.,70877851,Healthcare
4591,Ribomic Inc.,51590128,Healthcare
4594,"BrightPath Biotherapeutics Co., Ltd.",111391219,Healthcare
4619,"Nihon Tokushu Toryo Co., Ltd.",21546122,Consumer Cyclical
4620,"Fujikura Kasei Co., Ltd.",29031574,Basic Materials
4625,"Atomix Co.,Ltd.",5321755,Basic Materials
4629,"Daishin Chemical Co.,Ltd.",4575177,Basic Materials
4641,Altech Corporation,19616928,Industrials
4691,Washington Hotel Corporation,11994597,Consumer Cyclical
4705,CLIP Corporation,3602188,Consumer Defensive
4712,"KeyHolder, Inc.",18818646,Communication Services
4725,CAC Holdings Corporation,17108281,Technology
4743,ITFOR Inc.,26474461,Technology
4771,"F&M Co.,Ltd.",14792503,Industrials
4776,"Cybozu, Inc.",46244097,Technology
478A,N/A,10095000,Technology
479A,N/A,4401200,Technology
480A,N/A,6647500,Industrials
4811,N/A,11980550,Technology
4819,"Digital Garage, Inc.",45895494,Technology
4820,"EM Systems Co., Ltd.",69221006,Healthcare
4838,Space Shower Skiyaki Holdings Inc.,16311497,Communication Services
483A,N/A,1630000,Technology
4840,TriIs Incorporated,7805792,Industrials
4849,en Inc.,37752293,Industrials
485A,N/A,37924300,Industrials
4882,Perseus Proteomics Inc.,14749450,Healthcare
4883,Modalis Therapeutics Corporation,86674035,Healthcare
4890,Tsubota Laboratory Incorporated,25794300,Healthcare
4893,Noile-Immune Biotech Inc.,43301640,Healthcare
4896,"K Pharma,Inc.",11622600,Healthcare
4902,"Konica Minolta, Inc.",494151684,Industrials
4918,Ivy Cosmetics Corporation,6157323,Consumer Defensive
4922,KOSE Holdings Corporation,56895484,Consumer Defensive
4937,Waqoo Inc.,3522645,Consumer Cyclical
4968,"Arakawa Chemical Industries, Ltd.",19838729,Basic Materials
4977,Nitta Gelatin Inc.,18187686,Basic Materials
4978,ReproCELL Incorporated,94685635,Healthcare
4998,Fumakilla Limited,16479289,Basic Materials
5020,"ENEOS Holdings, Inc.",2689918946,Energy
5027,AnyMind Group Inc.,59792050,Technology
5028,"SecondXight Analytica, Inc.",8037617,Technology
5029,circlace Inc,4377454,Technology
5033,Nulab Inc.,6354421,Technology
5034,"unerry,Inc.",3744191,Communication Services
5108,Bridgestone Corporation,1275486215,Consumer Cyclical
5122,"Okamoto Industries, Inc.",17089103,Basic Materials
5133,Terilogy Holdings Corporation,17106232,Technology
5137,SmartDrive inc.,37496772,Technology
5138,"Rebase, Inc.",4914858,Communication Services
5139,OpenWork Inc.,20758235,Technology
5161,"Nishikawa Rubber Co., Ltd.",36255039,Consumer Cyclical
5162,Asahi Rubber Inc.,4487675,Consumer Cyclical
5192,Mitsuboshi Belting Ltd.,27911531,Industrials
5195,"Bando Chemical Industries, Ltd.",40752459,Industrials
520A,N/A,17829610,Healthcare
5253,COVER Corporation,65650016,Technology
5258,Transaction Media Networks Inc.,29675200,Technology
5268,"Asahi Concrete Works Co., Ltd.",13171348,Industrials
5273,"Mitani Sekisan Co., Ltd.",70252120,Industrials
5285,Yamax Corp.,9693225,Basic Materials
5290,Vertex Corporation,49330162,Basic Materials
5304,"Sec Carbon,Limited",20047696,Basic Materials
5355,"Nippon Crucible Co., Ltd.",6645345,Industrials
5357,"Yotai Refractories Co., Ltd.",18335675,Basic Materials
5381,Mipox Corporation,13843228,Basic Materials
5384,Fujimi Incorporated,74183256,Technology
5491,"Nippon Kinzoku Co., Ltd.",6455936,Basic Materials
5537,N/A,8183600,Real Estate
5586,Laboro.AI Inc.,15925130,Technology
5589,"Auto Server Co., Ltd.",7244575,Consumer Cyclical
5590,"NETSTARS Co.,Ltd.",16890743,Technology
5592,"Kusurinomadoguchi, Inc.",11116878,Healthcare
5597,N/A,4032201,Technology
5602,"Kurimoto,Ltd.",60692830,Basic Materials
5618,N/A,8536800,Communication Services
5644,Metalart Corporation,2862640,Industrials
5658,"Nichia Steel Works, Ltd.",44937401,Industrials
5698,Envipro Holdings Inc.,28316904,Industrials
5702,"Daiki Aluminium Industry Co., Ltd.",39572376,Basic Materials
5704,JMC Corporation,5553700,Industrials
5707,"Toho Zinc Co., Ltd.",13577757,Basic Materials
5714,"Dowa Holdings Co., Ltd.",58550959,Basic Materials
5721,S Crypto Energy Inc.,175143389,Industrials
5726,"OSAKA Titanium technologies Co.,Ltd.",36798441,Basic Materials
5803,Fujikura Ltd.,1655581140,Industrials
5805,SWCC Corporation,29613771,Industrials
5843,"Nippon Insure Co., Ltd.",2869697,Financial Services
5844,"Kyoto Financial Group,Inc.",284059606,Financial Services
5845,N/A,26202034,Industrials
5858,"STG Co., Ltd.",2060676,Industrials
5871,SOLIZE Holdings Corporation,5358673,Technology
5884,"KURADASHI.Co.,Ltd.",12138058,Consumer Defensive
5891,N/A,5661969,Consumer Cyclical
5892,N/A,5139378,Consumer Cyclical
5901,"Toyo Seikan Group Holdings, Ltd.",150371510,Consumer Cyclical
5921,"Kawagishi Bridge Works Co., Ltd.",2743638,Basic Materials
5922,"Nasu Denki-Tekko Co., Ltd.",1166202,Industrials
5929,Sanwa Holdings Corporation,210225938,Industrials
5930,"Bunka Shutter Co., Ltd.",70338649,Industrials
5936,"Toyo Shutter Co., Ltd.",6332466,Industrials
5940,"Fujisash Co.,Ltd.",12611658,Industrials
5943,Noritz Corporation,45701791,Industrials
5945,"Tenryu Saw Mfg. Co., Ltd.",8931830,Industrials
5965,Fujimak Corporation,13106236,Consumer Cyclical
5975,Topre Corporation,49418572,Consumer Cyclical
5981,"Tokyo Rope Mfg. Co., Ltd.",15446412,Industrials
5986,"Molitec Steel Co., Ltd.",22404271,Basic Materials
5987,ONEX Corporation,1655628,Industrials
5989,"H-One Co.,Ltd.",28147186,Consumer Cyclical
5994,"Fine Sinter Co., Ltd.",4280923,Industrials
6005,"Miura Co., Ltd.",115712400,Industrials
6013,"Takuma Co., Ltd.",74890797,Industrials
6016,Japan Engine Corporation,8383677,Industrials
6033,"Extreme Co.,Ltd.",5353708,Communication Services
6063,"Emergency Assistance Japan Co., Ltd.",2519134,Healthcare
6069,"Trenders, Inc.",7759600,Communication Services
6070,"Careerlink Co., Ltd.",11876684,Industrials
6072,"Jibannet Holdings Co., Ltd.",22442254,Industrials
6074,JSS Corporation,4025653,Consumer Cyclical
6078,"Value HR Co.,Ltd.",26709844,Healthcare
6089,"Will Group, Inc.",22912873,Industrials
6113,"Amada Co., Ltd.",310690987,Industrials
6134,Fuji Corporation,87913428,Industrials
6149,"Odawara Engineering Co., Ltd.",5721580,Industrials
6157,"NS Tool Co., Ltd.",23482071,Industrials
6166,"Nakamura Choukou Co., Ltd.",11020899,Industrials
6176,Brangista Inc.,13970312,Communication Services
6177,AppBank Inc.,24978854,Communication Services
6180,GMO Media Inc.,1807207,Communication Services
6194,"Atrae, Inc.",22518541,Industrials
6195,"Hope, Inc.",13889356,Communication Services
6232,ACSL Ltd.,18603117,Technology
6237,"Iwaki Co., Ltd.",22183612,Industrials
6238,FURYU Corporation,26487242,Consumer Cyclical
6249,"Gamecard Holdings, Inc.",14026777,Industrials
6250,Yamabiko Corporation,40908498,Industrials
6254,"Nomura Micro Science Co., Ltd.",38067193,Industrials
6258,Hirata Corporation,30625752,Industrials
6273,SMC Corporation,63139059,Industrials
6286,Seiko Corporation,6458303,Industrials
6294,Okada Aiyon Corporation,8053473,Industrials
6316,"Maruyama Mfg. Co., Inc.",3905602,Industrials
6330,Toyo Engineering Corporation,38328268,Industrials
6338,Takatori Corporation,5301748,Technology
6349,Komori Corporation,53059129,Industrials
6360,"Tokyo Automatic Machinery Works, Ltd.",1403505,Industrials
6363,"Torishima Pump Mfg. Co., Ltd.",26316635,Industrials
6380,"Oriental Chain Mfg. Co., Ltd.",1385767,Industrials
6383,"Daifuku Co., Ltd.",367709958,Industrials
6390,"Kato Works Co.,Ltd.",11154080,Industrials
6396,"Unozawa-gumi Iron Works, Limited",1104390,Industrials
6419,Mars Group Holdings Corporation,18454735,Consumer Cyclical
6424,"Takamisawa Cybernetics Company, Ltd.",4398568,Technology
6425,Universal Entertainment Corporation,77490861,Consumer Cyclical
6444,Sanden Corporation,111949414,Consumer Cyclical
6458,Sinko Industries Ltd.,67315820,Industrials
6472,NTN Corporation,594506461,Industrials
6490,PILLAR Corporation,23268132,Industrials
6492,Okano Valve Mfg.Co.Ltd.,1604993,Industrials
6507,"Sinfonia Technology Co.,Ltd.",28215999,Industrials
6508,Meidensha Corporation,45364761,Industrials
6517,"Denyo Co., Ltd.",20217352,Industrials
6544,"Japan Elevator Service Holdings Co.,Ltd.",178114318,Industrials
6560,"LTS, Inc.",4403123,Industrials
6563,Mirai Works Inc.,5219992,Industrials
6568,"KNC Laboratories Co., Ltd.",7741358,Basic Materials
6571,"QB Net Holdings Co.,Ltd.",13279243,Consumer Cyclical
6584,"Sanoh Industrial Co., Ltd.",35808575,Consumer Cyclical
6599,"Ebrains, Inc.",1508947,Technology
6613,"QD Laser, Inc.",41764221,Technology
6616,Torex Semiconductor Ltd.,10592437,Technology
6652,IDEC Corporation,29528394,Industrials
6659,"Media Links Co.,Ltd.",71533444,Technology
6670,"MCJ Co., Ltd.",94177941,Technology
6675,"SAXA, Inc.",17424732,Technology
6676,Buffalo Inc.,23681058,Technology
6740,Japan Display Inc.,3880387955,Technology
6771,"Ikegami Tsushinki Co., Ltd.",6415085,Technology
6776,"Tensho Electric Industries Co., Ltd.",17013914,Consumer Cyclical
6779,"Nihon Dempa Kogyo Co., Ltd.",23011470,Technology
6786,RVH Inc.,25321026,Technology
6834,"SEIKOH GIKEN Co., Ltd.",8939407,Technology
6844,"Shindengen Electric Manufacturing Co.,Ltd.",10229279,Technology
6848,Dkk-Toa Corporation,19503230,Technology
6849,Nihon Kohden Corporation,161337386,Healthcare
6850,Chino Corporation,16789894,Technology
6855,Japan Electronic Materials Corporation,14389722,Technology
6856,"HORIBA, Ltd.",41995934,Technology
6859,Espec Corp.,21459258,Technology
6863,Nireco Corporation,7157637,Technology
6867,Leader Electronics Corporation,4285731,Technology
6869,Sysmex Corporation,623180031,Healthcare
6875,MegaChips Corporation,14960963,Technology
6899,Asti Corporation,3125711,Technology
6904,"Harada Industry Co., Ltd.",21151932,Technology
6915,"Chiyoda Integre Co.,Ltd.",8815228,Technology
6918,Aval Data Corporation,5818903,Technology
6925,Ushio Inc.,79817190,Industrials
6926,"Okaya Electric Industries Co., Ltd.",22384060,Technology
6947,Zuken Inc.,21075766,Technology
6952,"Casio Computer Co.,Ltd.",228046377,Technology
6958,CMK Corporation,71293298,Technology
6962,Daishinku Corp.,31804346,Technology
6965,Hamamatsu Photonics K.K.,291919725,Technology
6969,"Matsuo Electric Co.,Ltd.",3206984,Technology
6997,Nippon Chemi-Con Corporation,22328100,Technology
6998,"Nippon Tungsten Co., Ltd.",4857181,Industrials
7003,"MITSUI E&S Co., Ltd.",100896135,Industrials
7014,"Namura Shipbuilding Co., Ltd.",69465824,Industrials
7021,"Nitchitsu Co., Ltd.",1964718,Industrials
7031,Inbound Tech Inc.,2355975,Industrials
7038,Frontier Management Inc.,11751186,Industrials
7043,"Alue Co.,Ltd.",2549747,Industrials
7046,TDSE Inc.,2093158,Technology
7048,VELTRA Corporation,36603283,Consumer Cyclical
7057,"New Constructor's Network Co., Ltd.",2981451,Industrials
